image_id,batch,unit_lesson,term_en,translation_ar,suggested_filename,visual_idea_en,generation_prompt_en,status
60,1,U6 LStory,closet,خزانة (دولاب) ملابس,cartoon-060-closet.png,"a single clear, child-friendly visual that shows the literal meaning of “closet” (خزانة (دولاب) ملابس)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “closet”. Arabic teaching meaning for interpretation only: “خزانة (دولاب) ملابس”. Show: a single clear, child-friendly visual that shows the literal meaning of “closet” (خزانة (دولاب) ملابس).",To generate
61,2,U2 L1,clothes,ملابس,cartoon-061-clothes.png,"a single clear, child-friendly visual that shows the literal meaning of “clothes” (ملابس)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “clothes”. Arabic teaching meaning for interpretation only: “ملابس”. Show: a single clear, child-friendly visual that shows the literal meaning of “clothes” (ملابس).",To generate
62,2,U3 L1,coat,الغطاء الخارجي (للجسم الحيوان),cartoon-062-coat.png,"a single clear, child-friendly visual that shows the literal meaning of “coat” (الغطاء الخارجي (للجسم الحيوان))","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “coat”. Arabic teaching meaning for interpretation only: “الغطاء الخارجي (للجسم الحيوان)”. Show: a single clear, child-friendly visual that shows the literal meaning of “coat” (الغطاء الخارجي (للجسم الحيوان)).",To generate
63,2,U1 L3,coins,عملات معدنية,cartoon-063-coins.png,"a single clear, child-friendly visual that shows the literal meaning of “coins” (عملات معدنية)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “coins”. Arabic teaching meaning for interpretation only: “عملات معدنية”. Show: a single clear, child-friendly visual that shows the literal meaning of “coins” (عملات معدنية).",To generate
64,2,U3 L4&5,collage,فن اللصق,cartoon-064-collage.png,"a single clear, child-friendly visual that shows the literal meaning of “collage” (فن اللصق)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “collage”. Arabic teaching meaning for interpretation only: “فن اللصق”. Show: a single clear, child-friendly visual that shows the literal meaning of “collage” (فن اللصق).",To generate
65,2,U2 L1,collect,يجمع,cartoon-065-collect.png,"a single clear, child-friendly visual that shows the literal meaning of “collect” (يجمع)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “collect”. Arabic teaching meaning for interpretation only: “يجمع”. Show: a single clear, child-friendly visual that shows the literal meaning of “collect” (يجمع).",To generate
66,2,U1 L1,colorful,ملوّن,cartoon-066-colorful.png,"a single clear, child-friendly visual that shows the literal meaning of “colorful” (ملوّن)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “colorful”. Arabic teaching meaning for interpretation only: “ملوّن”. Show: a single clear, child-friendly visual that shows the literal meaning of “colorful” (ملوّن).",To generate
67,2,U1 L3,come inside,تفضل بالدخول,cartoon-067-come-inside.png,a friendly child opening a house door and welcoming a visitor inside,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “come inside”. Arabic teaching meaning for interpretation only: “تفضل بالدخول”. Show: a friendly child opening a house door and welcoming a visitor inside.",To generate
68,2,U3 L3,come out,يخرج من,cartoon-068-come-out.png,a small fox coming out of a cave,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “come out”. Arabic teaching meaning for interpretation only: “يخرج من”. Show: a small fox coming out of a cave.",To generate
69,2,U2 L1,community park,حديقة مجتمعية,cartoon-069-community-park.png,"a single clear, child-friendly visual that shows the literal meaning of “community park” (حديقة مجتمعية)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “community park”. Arabic teaching meaning for interpretation only: “حديقة مجتمعية”. Show: a single clear, child-friendly visual that shows the literal meaning of “community park” (حديقة مجتمعية).",To generate
